2006,1,477.677419355
2006,2,455.119047619
2006,3,486.204301075
2006,4,483.844444444
2006,5,503.483870968
2006,6,513.488888889
2006,7,508.365591398
2006,8,508.548387097
2006,9,507.366666667
2006,10,503.978494624
2006,11,481.088888889
2006,12,465.516129032
2007,1,485.032258065
2007,2,439.452380952
2007,3,469.720430108
2007,4,472.533333333
2007,5,512.053763441
2007,6,514.4
2007,7,508.569892473
2007,8,512.193548387
2007,9,522.833333333
2007,10,516.924731183
2007,11,475.888888889
2007,12,453.333333333
2008,1,488.064516129
2008,2,456.804597701
2008,3,475.11827957
2008,4,478.744444444
2008,5,486.698924731
2008,6,506.6
2008,7,500.892473118
2008,8,506.419354839
2008,9,497.911111111
2008,10,488.032258065
2008,11,456.677777778
2008,12,434.76344086
2009,1,441.731182796
2009,2,445.333333333
2009,3,460.440860215
2009,4,460.011111111
2009,5,477.129032258
2009,6,481.722222222
2009,7,486.322580645
2009,8,495.086021505
2009,9,483.911111111
2009,10,480.827956989
2009,11,463.1
2009,12,422.451612903
2010,1,461.408602151
2010,2,406.976190476
2010,3,457.408602151
2010,4,476.766666667
2010,5,483.107526882
2010,6,494.522222222
2010,7,485.688172043
2010,8,476.419354839
2010,9,493.533333333
2010,10,492.752688172
2010,11,458.544444444
2010,12,395.215053763
2011,1,411.365591398
2011,2,434.976190476
2011,3,449.107526882
2011,4,456.144444444
2011,5,470.322580645
2011,6,486.566666667
2011,7,482.806451613
2011,8,461.903225806
2011,9,460.211111111
2011,10,451.397849462
2011,11,457.644444444
2011,12,436.634408602
2012,1,449.462365591
2012,2,450.229885057
2012,3,464.290322581
2012,4,462.066666667
2012,5,482.193548387
2012,6,479.7
2012,7,486.107526882
2012,8,489.903225806
2012,9,473.355555556
2012,10,450.537634409
2012,11,398.444444444
2012,12,421.989247312
2013,1,429.333333333
2013,2,414.083333333
2013,3,421.505376344
2013,4,445.822222222
2013,5,458.774193548
2013,6,467.166666667
2013,7,477.129032258
2013,8,476.290322581
2013,9,480.155555556
2013,10,477.258064516
2013,11,449.944444444
2013,12,424.193548387
2014,1,420.795698925
2014,2,410.428571429
2014,3,436.322580645
2014,4,440.966666667
2014,5,477.408602151
2014,6,476.466666667
2014,7,482.655913978
2014,8,481.989247312
2014,9,475.133333333
2014,10,472.774193548
2014,11,420.044444444
2014,12,375.924731183
2015,1,370.720430108
2015,2,368.5
2015,3,405.010752688
2015,4,435.522222222
2015,5,456.430107527
2015,6,456.688888889
2015,7,472.408602151
2015,8,476.580645161
2015,9,456.288888889
2015,10,436.376344086
2015,11,413.977777778
2015,12,382.462365591
