date,type,num,quarter,year,month,weekday
2007-06-24,VIOLATION,184.0,2,2007,6,6
2007-06-24,FELONY,422.0,2,2007,6,6
2007-06-25,FELONY,489.0,2,2007,6,0
2007-06-25,VIOLATION,186.0,2,2007,6,0
2007-06-25,MISDEMEANOR,828.0,2,2007,6,0
2007-06-26,MISDEMEANOR,885.0,2,2007,6,1
2007-06-26,VIOLATION,197.0,2,2007,6,1
2007-06-26,FELONY,460.0,2,2007,6,1
2007-06-27,FELONY,451.0,2,2007,6,2
2007-06-27,MISDEMEANOR,928.0,2,2007,6,2
2007-06-27,VIOLATION,190.0,2,2007,6,2
2007-06-28,FELONY,449.0,2,2007,6,3
2007-06-28,VIOLATION,211.0,2,2007,6,3
2007-06-28,MISDEMEANOR,797.0,2,2007,6,3
2007-06-29,FELONY,527.0,2,2007,6,4
2007-06-29,VIOLATION,187.0,2,2007,6,4
2007-06-29,MISDEMEANOR,845.0,2,2007,6,4
2007-06-30,VIOLATION,193.0,2,2007,6,5
2007-06-30,MISDEMEANOR,814.0,2,2007,6,5
2007-06-30,FELONY,475.0,2,2007,6,5
2007-07-01,FELONY,550.0,3,2007,7,6
2007-07-01,MISDEMEANOR,930.0,3,2007,7,6
2007-07-01,VIOLATION,218.0,3,2007,7,6
2007-07-02,VIOLATION,204.0,3,2007,7,0
2007-07-02,FELONY,451.0,3,2007,7,0
2007-07-02,MISDEMEANOR,752.0,3,2007,7,0
2007-07-03,VIOLATION,195.0,3,2007,7,1
2007-07-03,MISDEMEANOR,890.0,3,2007,7,1
2007-07-03,FELONY,517.0,3,2007,7,1
2007-07-04,FELONY,431.0,3,2007,7,2
2007-07-04,MISDEMEANOR,819.0,3,2007,7,2
2007-07-04,VIOLATION,195.0,3,2007,7,2
2007-07-05,MISDEMEANOR,886.0,3,2007,7,3
2007-07-05,VIOLATION,175.0,3,2007,7,3
2007-07-05,FELONY,475.0,3,2007,7,3
2007-07-06,FELONY,499.0,3,2007,7,4
2007-07-06,VIOLATION,175.0,3,2007,7,4
2007-07-06,MISDEMEANOR,853.0,3,2007,7,4
2007-07-07,FELONY,478.0,3,2007,7,5
2007-07-07,VIOLATION,183.0,3,2007,7,5
2007-07-07,MISDEMEANOR,832.0,3,2007,7,5
2007-07-08,FELONY,419.0,3,2007,7,6
2007-07-08,MISDEMEANOR,736.0,3,2007,7,6
2007-07-08,VIOLATION,182.0,3,2007,7,6
2007-07-09,VIOLATION,170.0,3,2007,7,0
2007-07-09,MISDEMEANOR,760.0,3,2007,7,0
2007-07-09,FELONY,424.0,3,2007,7,0
2007-07-10,MISDEMEANOR,902.0,3,2007,7,1
2007-07-10,FELONY,468.0,3,2007,7,1
2007-07-10,VIOLATION,208.0,3,2007,7,1
2007-07-11,FELONY,482.0,3,2007,7,2
2007-07-11,MISDEMEANOR,855.0,3,2007,7,2
2007-07-11,VIOLATION,179.0,3,2007,7,2
2007-07-12,MISDEMEANOR,890.0,3,2007,7,3
2007-07-12,FELONY,526.0,3,2007,7,3
2007-07-12,VIOLATION,179.0,3,2007,7,3
2007-07-13,MISDEMEANOR,938.0,3,2007,7,4
2007-07-13,VIOLATION,183.0,3,2007,7,4
2007-07-13,FELONY,502.0,3,2007,7,4
2007-07-14,MISDEMEANOR,861.0,3,2007,7,5
2007-07-14,VIOLATION,204.0,3,2007,7,5
2007-07-14,FELONY,466.0,3,2007,7,5
2007-07-15,MISDEMEANOR,811.0,3,2007,7,6
2007-07-15,FELONY,384.0,3,2007,7,6
2007-07-15,VIOLATION,189.0,3,2007,7,6
2007-07-16,FELONY,477.0,3,2007,7,0
2007-07-16,MISDEMEANOR,824.0,3,2007,7,0
2007-07-16,VIOLATION,179.0,3,2007,7,0
2007-07-17,MISDEMEANOR,911.0,3,2007,7,1
2007-07-17,VIOLATION,184.0,3,2007,7,1
2007-07-17,FELONY,443.0,3,2007,7,1
2007-07-18,VIOLATION,194.0,3,2007,7,2
2007-07-18,FELONY,478.0,3,2007,7,2
2007-07-18,MISDEMEANOR,813.0,3,2007,7,2
2007-07-19,MISDEMEANOR,783.0,3,2007,7,3
2007-07-19,VIOLATION,212.0,3,2007,7,3
2007-07-19,FELONY,486.0,3,2007,7,3
2007-07-20,MISDEMEANOR,966.0,3,2007,7,4
2007-07-20,FELONY,548.0,3,2007,7,4
2007-07-20,VIOLATION,197.0,3,2007,7,4
2007-07-21,FELONY,489.0,3,2007,7,5
2007-07-21,MISDEMEANOR,892.0,3,2007,7,5
2007-07-21,VIOLATION,202.0,3,2007,7,5
2007-07-22,FELONY,455.0,3,2007,7,6
2007-07-22,VIOLATION,199.0,3,2007,7,6
2007-07-22,MISDEMEANOR,778.0,3,2007,7,6
2007-07-23,MISDEMEANOR,701.0,3,2007,7,0
2007-07-23,VIOLATION,183.0,3,2007,7,0
2007-07-23,FELONY,418.0,3,2007,7,0
2007-07-24,MISDEMEANOR,953.0,3,2007,7,1
2007-07-24,FELONY,476.0,3,2007,7,1
2007-07-24,VIOLATION,219.0,3,2007,7,1
2007-07-25,VIOLATION,204.0,3,2007,7,2
2007-07-25,MISDEMEANOR,950.0,3,2007,7,2
2007-07-25,FELONY,507.0,3,2007,7,2
2007-07-26,MISDEMEANOR,876.0,3,2007,7,3
2007-07-26,FELONY,512.0,3,2007,7,3
2007-07-26,VIOLATION,188.0,3,2007,7,3
2007-07-27,VIOLATION,196.0,3,2007,7,4
2007-07-27,FELONY,538.0,3,2007,7,4
2007-07-27,MISDEMEANOR,937.0,3,2007,7,4
2007-07-28,FELONY,511.0,3,2007,7,5
2007-07-28,MISDEMEANOR,900.0,3,2007,7,5
2007-07-28,VIOLATION,167.0,3,2007,7,5
2007-07-29,FELONY,429.0,3,2007,7,6
2007-07-29,MISDEMEANOR,780.0,3,2007,7,6
2007-07-29,VIOLATION,157.0,3,2007,7,6
2007-07-30,VIOLATION,186.0,3,2007,7,0
2007-07-30,MISDEMEANOR,813.0,3,2007,7,0
2007-07-30,FELONY,496.0,3,2007,7,0
2007-07-31,MISDEMEANOR,920.0,3,2007,7,1
2007-07-31,FELONY,524.0,3,2007,7,1
2007-07-31,VIOLATION,220.0,3,2007,7,1
2007-08-01,FELONY,703.0,3,2007,8,2
2007-08-01,MISDEMEANOR,1132.0,3,2007,8,2
2007-08-01,VIOLATION,218.0,3,2007,8,2
2007-08-02,FELONY,503.0,3,2007,8,3
2007-08-02,VIOLATION,171.0,3,2007,8,3
2007-08-02,MISDEMEANOR,944.0,3,2007,8,3
2007-08-03,MISDEMEANOR,946.0,3,2007,8,4
2007-08-03,VIOLATION,170.0,3,2007,8,4
2007-08-03,FELONY,571.0,3,2007,8,4
2007-08-04,FELONY,471.0,3,2007,8,5
2007-08-04,VIOLATION,176.0,3,2007,8,5
2007-08-04,MISDEMEANOR,822.0,3,2007,8,5
2007-08-05,VIOLATION,180.0,3,2007,8,6
2007-08-05,FELONY,430.0,3,2007,8,6
2007-08-05,MISDEMEANOR,804.0,3,2007,8,6
2007-08-06,MISDEMEANOR,753.0,3,2007,8,0
2007-08-06,VIOLATION,211.0,3,2007,8,0
2007-08-06,FELONY,468.0,3,2007,8,0
2007-08-07,FELONY,532.0,3,2007,8,1
2007-08-07,VIOLATION,202.0,3,2007,8,1
2007-08-07,MISDEMEANOR,926.0,3,2007,8,1
2007-08-08,VIOLATION,177.0,3,2007,8,2
2007-08-08,MISDEMEANOR,837.0,3,2007,8,2
2007-08-08,FELONY,450.0,3,2007,8,2
2007-08-09,VIOLATION,192.0,3,2007,8,3
2007-08-09,FELONY,483.0,3,2007,8,3
2007-08-09,MISDEMEANOR,917.0,3,2007,8,3
2007-08-10,FELONY,546.0,3,2007,8,4
2007-08-10,MISDEMEANOR,835.0,3,2007,8,4
2007-08-10,VIOLATION,175.0,3,2007,8,4
2007-08-11,FELONY,450.0,3,2007,8,5
2007-08-11,MISDEMEANOR,927.0,3,2007,8,5
2007-08-11,VIOLATION,172.0,3,2007,8,5
2007-08-12,MISDEMEANOR,853.0,3,2007,8,6
2007-08-12,VIOLATION,175.0,3,2007,8,6
2007-08-12,FELONY,435.0,3,2007,8,6
2007-08-13,VIOLATION,185.0,3,2007,8,0
2007-08-13,FELONY,456.0,3,2007,8,0
2007-08-13,MISDEMEANOR,831.0,3,2007,8,0
2007-08-14,VIOLATION,183.0,3,2007,8,1
2007-08-14,MISDEMEANOR,916.0,3,2007,8,1
2007-08-14,FELONY,461.0,3,2007,8,1
2007-08-15,VIOLATION,202.0,3,2007,8,2
2007-08-15,MISDEMEANOR,923.0,3,2007,8,2
2007-08-15,FELONY,556.0,3,2007,8,2
2007-08-16,MISDEMEANOR,884.0,3,2007,8,3
2007-08-16,FELONY,471.0,3,2007,8,3
2007-08-16,VIOLATION,164.0,3,2007,8,3
2007-08-17,MISDEMEANOR,883.0,3,2007,8,4
2007-08-17,FELONY,541.0,3,2007,8,4
2007-08-17,VIOLATION,163.0,3,2007,8,4
2007-08-18,FELONY,452.0,3,2007,8,5
2007-08-18,VIOLATION,154.0,3,2007,8,5
2007-08-18,MISDEMEANOR,858.0,3,2007,8,5
2007-08-19,MISDEMEANOR,751.0,3,2007,8,6
2007-08-19,FELONY,405.0,3,2007,8,6
2007-08-19,VIOLATION,160.0,3,2007,8,6
2007-08-20,VIOLATION,175.0,3,2007,8,0
2007-08-20,FELONY,489.0,3,2007,8,0
2007-08-20,MISDEMEANOR,748.0,3,2007,8,0
2007-08-21,MISDEMEANOR,750.0,3,2007,8,1
2007-08-21,VIOLATION,114.0,3,2007,8,1
2007-08-21,FELONY,425.0,3,2007,8,1
2007-08-22,FELONY,501.0,3,2007,8,2
2007-08-22,MISDEMEANOR,833.0,3,2007,8,2
2007-08-22,VIOLATION,175.0,3,2007,8,2
2007-08-23,VIOLATION,172.0,3,2007,8,3
2007-08-23,FELONY,473.0,3,2007,8,3
2007-08-23,MISDEMEANOR,918.0,3,2007,8,3
2007-08-24,MISDEMEANOR,910.0,3,2007,8,4
2007-08-24,FELONY,526.0,3,2007,8,4
2007-08-24,VIOLATION,186.0,3,2007,8,4
2007-08-25,MISDEMEANOR,876.0,3,2007,8,5
2007-08-25,VIOLATION,181.0,3,2007,8,5
2007-08-25,FELONY,481.0,3,2007,8,5
2007-08-26,MISDEMEANOR,778.0,3,2007,8,6
2007-08-26,VIOLATION,193.0,3,2007,8,6
2007-08-26,FELONY,448.0,3,2007,8,6
2007-08-27,VIOLATION,175.0,3,2007,8,0
2007-08-27,MISDEMEANOR,844.0,3,2007,8,0
2007-08-27,FELONY,479.0,3,2007,8,0
2007-08-28,MISDEMEANOR,864.0,3,2007,8,1
2007-08-28,VIOLATION,198.0,3,2007,8,1
2007-08-28,FELONY,466.0,3,2007,8,1
2007-08-29,VIOLATION,196.0,3,2007,8,2
2007-08-29,MISDEMEANOR,882.0,3,2007,8,2
2007-08-29,FELONY,421.0,3,2007,8,2
2007-08-30,MISDEMEANOR,869.0,3,2007,8,3
2007-08-30,FELONY,503.0,3,2007,8,3
2007-08-30,VIOLATION,203.0,3,2007,8,3
2007-08-31,FELONY,563.0,3,2007,8,4
2007-08-31,VIOLATION,199.0,3,2007,8,4
2007-08-31,MISDEMEANOR,864.0,3,2007,8,4
2007-09-01,FELONY,608.0,3,2007,9,5
2007-09-01,MISDEMEANOR,993.0,3,2007,9,5
2007-09-01,VIOLATION,220.0,3,2007,9,5
2007-09-02,VIOLATION,175.0,3,2007,9,6
2007-09-02,FELONY,415.0,3,2007,9,6
2007-09-02,MISDEMEANOR,711.0,3,2007,9,6
2007-09-03,MISDEMEANOR,731.0,3,2007,9,0
2007-09-03,FELONY,401.0,3,2007,9,0
2007-09-03,VIOLATION,195.0,3,2007,9,0
2007-09-04,FELONY,479.0,3,2007,9,1
2007-09-04,MISDEMEANOR,875.0,3,2007,9,1
2007-09-04,VIOLATION,230.0,3,2007,9,1
2007-09-05,FELONY,510.0,3,2007,9,2
2007-09-05,MISDEMEANOR,835.0,3,2007,9,2
2007-09-05,VIOLATION,238.0,3,2007,9,2
2007-09-06,MISDEMEANOR,895.0,3,2007,9,3
2007-09-06,FELONY,481.0,3,2007,9,3
2007-09-06,VIOLATION,209.0,3,2007,9,3
2007-09-07,MISDEMEANOR,959.0,3,2007,9,4
2007-09-07,FELONY,553.0,3,2007,9,4
2007-09-07,VIOLATION,231.0,3,2007,9,4
2007-09-08,VIOLATION,199.0,3,2007,9,5
2007-09-08,FELONY,484.0,3,2007,9,5
2007-09-08,MISDEMEANOR,935.0,3,2007,9,5
2007-09-09,MISDEMEANOR,833.0,3,2007,9,6
2007-09-09,VIOLATION,210.0,3,2007,9,6
2007-09-09,FELONY,430.0,3,2007,9,6
2007-09-10,VIOLATION,209.0,3,2007,9,0
2007-09-10,FELONY,495.0,3,2007,9,0
2007-09-10,MISDEMEANOR,820.0,3,2007,9,0
2007-09-11,VIOLATION,155.0,3,2007,9,1
2007-09-11,FELONY,468.0,3,2007,9,1
2007-09-11,MISDEMEANOR,848.0,3,2007,9,1
2007-09-12,VIOLATION,224.0,3,2007,9,2
2007-09-12,FELONY,515.0,3,2007,9,2
2007-09-12,MISDEMEANOR,992.0,3,2007,9,2
2007-09-13,FELONY,481.0,3,2007,9,3
2007-09-13,MISDEMEANOR,864.0,3,2007,9,3
2007-09-13,VIOLATION,176.0,3,2007,9,3
2007-09-14,VIOLATION,186.0,3,2007,9,4
2007-09-14,FELONY,536.0,3,2007,9,4
2007-09-14,MISDEMEANOR,935.0,3,2007,9,4
2007-09-15,VIOLATION,212.0,3,2007,9,5
2007-09-15,FELONY,510.0,3,2007,9,5
2007-09-15,MISDEMEANOR,901.0,3,2007,9,5
2007-09-16,MISDEMEANOR,828.0,3,2007,9,6
2007-09-16,VIOLATION,188.0,3,2007,9,6
2007-09-16,FELONY,392.0,3,2007,9,6
2007-09-17,VIOLATION,187.0,3,2007,9,0
2007-09-17,FELONY,474.0,3,2007,9,0
2007-09-17,MISDEMEANOR,742.0,3,2007,9,0
2007-09-18,FELONY,481.0,3,2007,9,1
2007-09-18,MISDEMEANOR,788.0,3,2007,9,1
2007-09-18,VIOLATION,208.0,3,2007,9,1
2007-09-19,MISDEMEANOR,912.0,3,2007,9,2
2007-09-19,FELONY,485.0,3,2007,9,2
2007-09-19,VIOLATION,198.0,3,2007,9,2
2007-09-20,FELONY,565.0,3,2007,9,3
2007-09-20,VIOLATION,207.0,3,2007,9,3
2007-09-20,MISDEMEANOR,879.0,3,2007,9,3
2007-09-21,VIOLATION,240.0,3,2007,9,4
2007-09-21,MISDEMEANOR,951.0,3,2007,9,4
2007-09-21,FELONY,569.0,3,2007,9,4
2007-09-22,FELONY,439.0,3,2007,9,5
2007-09-22,MISDEMEANOR,937.0,3,2007,9,5
2007-09-22,VIOLATION,189.0,3,2007,9,5
2007-09-23,VIOLATION,203.0,3,2007,9,6
2007-09-23,MISDEMEANOR,865.0,3,2007,9,6
2007-09-23,FELONY,418.0,3,2007,9,6
2007-09-24,MISDEMEANOR,834.0,3,2007,9,0
2007-09-24,VIOLATION,206.0,3,2007,9,0
2007-09-24,FELONY,451.0,3,2007,9,0
2007-09-25,FELONY,493.0,3,2007,9,1
2007-09-25,VIOLATION,223.0,3,2007,9,1
2007-09-25,MISDEMEANOR,859.0,3,2007,9,1
2007-09-26,VIOLATION,225.0,3,2007,9,2
2007-09-26,FELONY,539.0,3,2007,9,2
2007-09-26,MISDEMEANOR,901.0,3,2007,9,2
2007-09-27,MISDEMEANOR,904.0,3,2007,9,3
2007-09-27,FELONY,529.0,3,2007,9,3
2007-09-27,VIOLATION,230.0,3,2007,9,3
2007-09-28,VIOLATION,234.0,3,2007,9,4
2007-09-28,MISDEMEANOR,914.0,3,2007,9,4
2007-09-28,FELONY,603.0,3,2007,9,4
2007-09-29,MISDEMEANOR,908.0,3,2007,9,5
2007-09-29,FELONY,471.0,3,2007,9,5
2007-09-29,VIOLATION,213.0,3,2007,9,5
2007-09-30,MISDEMEANOR,792.0,3,2007,9,6
2007-09-30,VIOLATION,170.0,3,2007,9,6
2007-09-30,FELONY,449.0,3,2007,9,6
2007-10-01,MISDEMEANOR,948.0,4,2007,10,0
2007-10-01,FELONY,631.0,4,2007,10,0
2007-10-01,VIOLATION,230.0,4,2007,10,0
2007-10-02,FELONY,507.0,4,2007,10,1
2007-10-02,VIOLATION,219.0,4,2007,10,1
2007-10-02,MISDEMEANOR,847.0,4,2007,10,1
2007-10-03,VIOLATION,192.0,4,2007,10,2
2007-10-03,FELONY,511.0,4,2007,10,2
2007-10-03,MISDEMEANOR,922.0,4,2007,10,2
2007-10-04,VIOLATION,224.0,4,2007,10,3
2007-10-04,MISDEMEANOR,944.0,4,2007,10,3
2007-10-04,FELONY,484.0,4,2007,10,3
2007-10-05,FELONY,559.0,4,2007,10,4
2007-10-05,VIOLATION,212.0,4,2007,10,4
2007-10-05,MISDEMEANOR,1013.0,4,2007,10,4
2007-10-06,VIOLATION,168.0,4,2007,10,5
2007-10-06,FELONY,454.0,4,2007,10,5
2007-10-06,MISDEMEANOR,921.0,4,2007,10,5
2007-10-07,VIOLATION,186.0,4,2007,10,6
2007-10-07,FELONY,423.0,4,2007,10,6
2007-10-07,MISDEMEANOR,833.0,4,2007,10,6
2007-10-08,FELONY,385.0,4,2007,10,0
2007-10-08,VIOLATION,165.0,4,2007,10,0
2007-10-08,MISDEMEANOR,712.0,4,2007,10,0
2007-10-09,MISDEMEANOR,947.0,4,2007,10,1
2007-10-09,FELONY,480.0,4,2007,10,1
2007-10-09,VIOLATION,176.0,4,2007,10,1
2007-10-10,MISDEMEANOR,949.0,4,2007,10,2
2007-10-10,VIOLATION,189.0,4,2007,10,2
2007-10-10,FELONY,520.0,4,2007,10,2
2007-10-11,VIOLATION,174.0,4,2007,10,3
2007-10-11,FELONY,487.0,4,2007,10,3
2007-10-11,MISDEMEANOR,808.0,4,2007,10,3
2007-10-12,MISDEMEANOR,920.0,4,2007,10,4
2007-10-12,FELONY,540.0,4,2007,10,4
2007-10-12,VIOLATION,194.0,4,2007,10,4
2007-10-13,MISDEMEANOR,900.0,4,2007,10,5
2007-10-13,VIOLATION,179.0,4,2007,10,5
2007-10-13,FELONY,434.0,4,2007,10,5
2007-10-14,VIOLATION,172.0,4,2007,10,6
2007-10-14,FELONY,368.0,4,2007,10,6
2007-10-14,MISDEMEANOR,776.0,4,2007,10,6
2007-10-15,MISDEMEANOR,794.0,4,2007,10,0
2007-10-15,FELONY,435.0,4,2007,10,0
2007-10-15,VIOLATION,212.0,4,2007,10,0
2007-10-16,FELONY,488.0,4,2007,10,1
2007-10-16,MISDEMEANOR,850.0,4,2007,10,1
2007-10-16,VIOLATION,193.0,4,2007,10,1
2007-10-17,MISDEMEANOR,944.0,4,2007,10,2
2007-10-17,VIOLATION,176.0,4,2007,10,2
2007-10-17,FELONY,523.0,4,2007,10,2
2007-10-18,VIOLATION,203.0,4,2007,10,3
2007-10-18,FELONY,524.0,4,2007,10,3
2007-10-18,MISDEMEANOR,932.0,4,2007,10,3
2007-10-19,MISDEMEANOR,907.0,4,2007,10,4
2007-10-19,FELONY,526.0,4,2007,10,4
2007-10-19,VIOLATION,198.0,4,2007,10,4
2007-10-20,MISDEMEANOR,962.0,4,2007,10,5
2007-10-20,FELONY,507.0,4,2007,10,5
2007-10-20,VIOLATION,222.0,4,2007,10,5
2007-10-21,MISDEMEANOR,828.0,4,2007,10,6
2007-10-21,VIOLATION,179.0,4,2007,10,6
2007-10-21,FELONY,454.0,4,2007,10,6
2007-10-22,MISDEMEANOR,873.0,4,2007,10,0
2007-10-22,VIOLATION,218.0,4,2007,10,0
2007-10-22,FELONY,421.0,4,2007,10,0
2007-10-23,FELONY,572.0,4,2007,10,1
2007-10-23,MISDEMEANOR,954.0,4,2007,10,1
2007-10-23,VIOLATION,225.0,4,2007,10,1
2007-10-24,FELONY,508.0,4,2007,10,2
2007-10-24,VIOLATION,188.0,4,2007,10,2
2007-10-24,MISDEMEANOR,794.0,4,2007,10,2
2007-10-25,MISDEMEANOR,917.0,4,2007,10,3
2007-10-25,FELONY,478.0,4,2007,10,3
2007-10-25,VIOLATION,185.0,4,2007,10,3
2007-10-26,VIOLATION,181.0,4,2007,10,4
2007-10-26,MISDEMEANOR,856.0,4,2007,10,4
2007-10-26,FELONY,526.0,4,2007,10,4
2007-10-27,FELONY,479.0,4,2007,10,5
2007-10-27,VIOLATION,168.0,4,2007,10,5
2007-10-27,MISDEMEANOR,816.0,4,2007,10,5
2007-10-28,VIOLATION,143.0,4,2007,10,6
2007-10-28,FELONY,418.0,4,2007,10,6
2007-10-28,MISDEMEANOR,731.0,4,2007,10,6
2007-10-29,MISDEMEANOR,703.0,4,2007,10,0
2007-10-29,FELONY,427.0,4,2007,10,0
2007-10-29,VIOLATION,179.0,4,2007,10,0
2007-10-30,MISDEMEANOR,841.0,4,2007,10,1
2007-10-30,VIOLATION,180.0,4,2007,10,1
2007-10-30,FELONY,477.0,4,2007,10,1
2007-10-31,VIOLATION,201.0,4,2007,10,2
2007-10-31,MISDEMEANOR,909.0,4,2007,10,2
2007-10-31,FELONY,546.0,4,2007,10,2
2007-11-01,MISDEMEANOR,1052.0,4,2007,11,3
2007-11-01,FELONY,630.0,4,2007,11,3
2007-11-01,VIOLATION,223.0,4,2007,11,3
2007-11-02,VIOLATION,197.0,4,2007,11,4
2007-11-02,FELONY,519.0,4,2007,11,4
2007-11-02,MISDEMEANOR,910.0,4,2007,11,4
2007-11-03,MISDEMEANOR,849.0,4,2007,11,5
2007-11-03,FELONY,444.0,4,2007,11,5
2007-11-03,VIOLATION,172.0,4,2007,11,5
2007-11-04,MISDEMEANOR,768.0,4,2007,11,6
2007-11-04,VIOLATION,170.0,4,2007,11,6
2007-11-04,FELONY,388.0,4,2007,11,6
2007-11-05,FELONY,469.0,4,2007,11,0
2007-11-05,MISDEMEANOR,764.0,4,2007,11,0
2007-11-05,VIOLATION,194.0,4,2007,11,0
2007-11-06,MISDEMEANOR,741.0,4,2007,11,1
2007-11-06,VIOLATION,131.0,4,2007,11,1
2007-11-06,FELONY,470.0,4,2007,11,1
2007-11-07,FELONY,461.0,4,2007,11,2
2007-11-07,MISDEMEANOR,799.0,4,2007,11,2
2007-11-07,VIOLATION,173.0,4,2007,11,2
2007-11-08,FELONY,500.0,4,2007,11,3
2007-11-08,MISDEMEANOR,809.0,4,2007,11,3
2007-11-08,VIOLATION,166.0,4,2007,11,3
2007-11-09,VIOLATION,175.0,4,2007,11,4
2007-11-09,MISDEMEANOR,840.0,4,2007,11,4
2007-11-09,FELONY,546.0,4,2007,11,4
2007-11-10,VIOLATION,151.0,4,2007,11,5
2007-11-10,FELONY,462.0,4,2007,11,5
2007-11-10,MISDEMEANOR,823.0,4,2007,11,5
2007-11-11,FELONY,388.0,4,2007,11,6
2007-11-11,VIOLATION,138.0,4,2007,11,6
2007-11-11,MISDEMEANOR,758.0,4,2007,11,6
2007-11-12,VIOLATION,148.0,4,2007,11,0
2007-11-12,MISDEMEANOR,714.0,4,2007,11,0
2007-11-12,FELONY,379.0,4,2007,11,0
2007-11-13,FELONY,497.0,4,2007,11,1
2007-11-13,VIOLATION,186.0,4,2007,11,1
2007-11-13,MISDEMEANOR,847.0,4,2007,11,1
2007-11-14,MISDEMEANOR,828.0,4,2007,11,2
2007-11-14,VIOLATION,182.0,4,2007,11,2
2007-11-14,FELONY,470.0,4,2007,11,2
2007-11-15,MISDEMEANOR,864.0,4,2007,11,3
2007-11-15,FELONY,502.0,4,2007,11,3
2007-11-15,VIOLATION,161.0,4,2007,11,3
2007-11-16,VIOLATION,165.0,4,2007,11,4
2007-11-16,FELONY,498.0,4,2007,11,4
2007-11-16,MISDEMEANOR,886.0,4,2007,11,4
2007-11-17,VIOLATION,150.0,4,2007,11,5
2007-11-17,FELONY,448.0,4,2007,11,5
2007-11-17,MISDEMEANOR,822.0,4,2007,11,5
2007-11-18,VIOLATION,166.0,4,2007,11,6
2007-11-18,MISDEMEANOR,766.0,4,2007,11,6
2007-11-18,FELONY,398.0,4,2007,11,6
2007-11-19,FELONY,425.0,4,2007,11,0
2007-11-19,VIOLATION,154.0,4,2007,11,0
2007-11-19,MISDEMEANOR,698.0,4,2007,11,0
2007-11-20,MISDEMEANOR,768.0,4,2007,11,1
2007-11-20,FELONY,477.0,4,2007,11,1
2007-11-20,VIOLATION,151.0,4,2007,11,1
2007-11-21,VIOLATION,165.0,4,2007,11,2
2007-11-21,FELONY,530.0,4,2007,11,2
2007-11-21,MISDEMEANOR,895.0,4,2007,11,2
2007-11-22,MISDEMEANOR,531.0,4,2007,11,3
2007-11-22,FELONY,285.0,4,2007,11,3
2007-11-22,VIOLATION,159.0,4,2007,11,3
2007-11-23,VIOLATION,141.0,4,2007,11,4
2007-11-23,MISDEMEANOR,775.0,4,2007,11,4
2007-11-23,FELONY,467.0,4,2007,11,4
2007-11-24,MISDEMEANOR,758.0,4,2007,11,5
2007-11-24,VIOLATION,153.0,4,2007,11,5
2007-11-24,FELONY,415.0,4,2007,11,5
2007-11-25,MISDEMEANOR,698.0,4,2007,11,6
2007-11-25,FELONY,382.0,4,2007,11,6
2007-11-25,VIOLATION,162.0,4,2007,11,6
2007-11-26,VIOLATION,176.0,4,2007,11,0
2007-11-26,MISDEMEANOR,664.0,4,2007,11,0
2007-11-26,FELONY,457.0,4,2007,11,0
2007-11-27,VIOLATION,180.0,4,2007,11,1
2007-11-27,MISDEMEANOR,855.0,4,2007,11,1
2007-11-27,FELONY,479.0,4,2007,11,1
2007-11-28,MISDEMEANOR,796.0,4,2007,11,2
2007-11-28,VIOLATION,182.0,4,2007,11,2
2007-11-28,FELONY,470.0,4,2007,11,2
2007-11-29,MISDEMEANOR,767.0,4,2007,11,3
2007-11-29,FELONY,485.0,4,2007,11,3
2007-11-29,VIOLATION,161.0,4,2007,11,3
2007-11-30,MISDEMEANOR,903.0,4,2007,11,4
2007-11-30,FELONY,540.0,4,2007,11,4
2007-11-30,VIOLATION,169.0,4,2007,11,4
2007-12-01,MISDEMEANOR,908.0,4,2007,12,5
2007-12-01,VIOLATION,146.0,4,2007,12,5
2007-12-01,FELONY,551.0,4,2007,12,5
2007-12-02,VIOLATION,133.0,4,2007,12,6
2007-12-02,FELONY,335.0,4,2007,12,6
2007-12-02,MISDEMEANOR,621.0,4,2007,12,6
2007-12-03,FELONY,490.0,4,2007,12,0
2007-12-03,VIOLATION,155.0,4,2007,12,0
2007-12-03,MISDEMEANOR,742.0,4,2007,12,0
2007-12-04,MISDEMEANOR,734.0,4,2007,12,1
2007-12-04,FELONY,455.0,4,2007,12,1
2007-12-04,VIOLATION,167.0,4,2007,12,1
2007-12-05,FELONY,462.0,4,2007,12,2
2007-12-05,VIOLATION,174.0,4,2007,12,2
2007-12-05,MISDEMEANOR,745.0,4,2007,12,2
2007-12-06,FELONY,475.0,4,2007,12,3
2007-12-06,VIOLATION,146.0,4,2007,12,3
2007-12-06,MISDEMEANOR,811.0,4,2007,12,3
2007-12-07,VIOLATION,170.0,4,2007,12,4
2007-12-07,MISDEMEANOR,857.0,4,2007,12,4
2007-12-07,FELONY,568.0,4,2007,12,4
2007-12-08,FELONY,425.0,4,2007,12,5
2007-12-08,VIOLATION,156.0,4,2007,12,5
2007-12-08,MISDEMEANOR,805.0,4,2007,12,5
2007-12-09,VIOLATION,151.0,4,2007,12,6
2007-12-09,FELONY,369.0,4,2007,12,6
2007-12-09,MISDEMEANOR,686.0,4,2007,12,6
2007-12-10,MISDEMEANOR,738.0,4,2007,12,0
2007-12-10,FELONY,453.0,4,2007,12,0
2007-12-10,VIOLATION,180.0,4,2007,12,0
2007-12-11,FELONY,486.0,4,2007,12,1
2007-12-11,VIOLATION,190.0,4,2007,12,1
